Nth, string addition, bignum fast doubling 
2454 ,4326431,25054
2455 ,4329188,25492
2456 ,4331243,25005
2457 ,4333807,25042
2458 ,4343558,25114
2459 ,4347347,25125
2460 ,4350328,26846
2461 ,4338640,25412
2462 ,4340673,25273
2463 ,4341942,25325
2464 ,4345955,25275
2465 ,4354305,25318
2466 ,4349413,25321
2467 ,4357735,25451
2468 ,4352872,25346
2469 ,4354206,25385
2470 ,4355850,25433
2471 ,4360671,25492
2472 ,4373974,25502
2473 ,4362639,25607
2474 ,4362512,25464
2475 ,4365884,25604
2476 ,4365507,26993
2477 ,4367185,25830
2478 ,4371003,25630
2479 ,4373335,25711
2480 ,4378179,25609
2481 ,4374061,25767
2482 ,4379677,25814
2483 ,4378415,25777
2484 ,4380727,25751
2485 ,4385037,25761
2486 ,4388271,25941
2487 ,4390011,25915
2488 ,4388292,25856
2489 ,4388320,25922
2490 ,4392982,25965
2491 ,4391308,26102
2492 ,4393115,27866
2493 ,4402664,26375
2494 ,4408717,26095
2495 ,4400110,26129
2496 ,4399069,26091
2497 ,4401805,25872
2498 ,4403836,26037
2499 ,4405298,25983
2500 ,4413333,26000
2501 ,4419791,25993
2502 ,4414102,26032
2503 ,4413016,26016
2504 ,4414134,26000
2505 ,4414980,26201
2506 ,4417902,26059
2507 ,4421816,26238
2508 ,4434321,27413
2509 ,4440355,26140
2510 ,4424377,26127
2511 ,4425898,26059
2512 ,4427441,26059
2513 ,4429091,26162
2514 ,4433104,26123
2515 ,4438562,26185
2516 ,4440447,25955
2517 ,4440635,26141
2518 ,4438976,26093
2519 ,4439329,26243
2520 ,4442097,26090
2521 ,4446773,26134
2522 ,4452394,26172
2523 ,4447378,26109
2524 ,4452563,27554
2525 ,4451365,26266
2526 ,4452346,26128
2527 ,4454835,26148
2528 ,4460733,26070
2529 ,4465994,26135
2530 ,4461804,26190
2531 ,4466830,26079
2532 ,4463623,26171
2533 ,4465012,26135
2534 ,4466733,26250
2535 ,4469854,26121
2536 ,4476259,26217
2537 ,4471806,28023
2538 ,4473067,26285
2539 ,4478258,26217
2540 ,4477653,27514
2541 ,4478559,26243
2542 ,4482550,26261
2543 ,4487337,26167
2544 ,4483509,26135
2545 ,4486294,26203
2546 ,4492906,26211
2547 ,4487931,26145
2548 ,4490317,26219
2549 ,4495713,26205
2550 ,4509804,26172
2551 ,4499702,26201
2552 ,4497728,26191
2553 ,4498567,26378
2554 ,4501165,26378
2555 ,4506012,26434
2556 ,4507718,28052
2557 ,4521002,26599
2558 ,4516928,26480
2559 ,4508637,26615
2560 ,4511139,26483
2561 ,4511927,26455
2562 ,4515207,26472
2563 ,4522554,26530
2564 ,4522969,26578
2565 ,4527021,26552
2566 ,4521880,26522
2567 ,4522500,26599
2568 ,4524557,26637
2569 ,4529659,26699
2570 ,4540929,26747
2571 ,4533439,26707
2572 ,4539669,28260
2573 ,4534625,26826
2574 ,4533863,26888
2575 ,4536577,26880
2576 ,4540142,26930
2577 ,4552658,26958
2578 ,4545410,26977
2579 ,4549280,26922
2580 ,4549695,26922
2581 ,4548322,27019
2582 ,4550138,27205
2583 ,4552794,27038
2584 ,4562790,27222
2585 ,4554618,27088
2586 ,4556125,27349
2587 ,4562293,27173
2588 ,4559713,29039
2589 ,4561213,27510
2590 ,4566514,27304
2591 ,4572687,27413
2592 ,4567362,27359
2593 ,4569694,27532
2594 ,4580084,27388
2595 ,4572129,33250
2596 ,4574006,28965
2597 ,4582999,27958
2598 ,4586563,27530
2599 ,4582596,27533
2600 ,4580607,27599
2601 ,4582698,27609
2602 ,4583228,27421
2603 ,4588695,27514
2604 ,4605369,29584
2605 ,4603461,27517
2606 ,4592018,27496
2607 ,4594263,27549
2608 ,4594213,27537
2609 ,4595830,27504
2610 ,4599933,27426
2611 ,4608901,27438
2612 ,4609931,27497
2613 ,4606103,27493
2614 ,4606722,27532
2615 ,4607686,27559
2616 ,4608692,27467
2617 ,4612355,27466
2618 ,4621917,27466
2619 ,4627161,27450
2620 ,4620230,29133
2621 ,4616840,27491
2622 ,4618643,27492
2623 ,4620532,27530
2624 ,4626038,27527
2625 ,4629966,27564
2626 ,4627811,27419
2627 ,4633595,27459
2628 ,4630367,27392
2629 ,4631178,27459
2630 ,4633197,27491
2631 ,4639028,27486
2632 ,4639327,27410
2633 ,4642519,27444
2634 ,4646070,27547
2635 ,4642222,27493
2636 ,4642340,29145
2637 ,4648981,27572
2638 ,4662243,27559
2639 ,4651111,27592
2640 ,4650519,27653
2641 ,4655378,27804
2642 ,4654754,27598
2643 ,4655774,27639
2644 ,4658257,32135
2645 ,4669422,27940
2646 ,4660152,27680
2647 ,4662033,27795
2648 ,4669649,27816
2649 ,4670887,27901
2650 ,4667149,27903
2651 ,4674299,27874
2652 ,4679622,29411
2653 ,4673975,28016
2654 ,4674951,27971
2655 ,4681349,28026
2656 ,4677546,27891
2657 ,4683752,28068
2658 ,4693228,28057
2659 ,4693240,28046
2660 ,4685148,27974
2661 ,4689820,28019
2662 ,4690057,28133
2663 ,4689670,28133
2664 ,4693541,28114
2665 ,4703954,28222
2666 ,4705782,28145
2667 ,4697562,28257
2668 ,4701303,29706
2669 ,4700091,28394
2670 ,4702606,28429
2671 ,4708981,28904
2672 ,4714716,28432
2673 ,4730164,28522
2674 ,4712294,28513
2675 ,4710499,28485
2676 ,4713060,28473
2677 ,4715772,28637
2678 ,4725592,28492
2679 ,4722096,28599
2680 ,4724990,28511
2681 ,4723036,28521
2682 ,4723991,33922
2683 ,4724393,30338
2684 ,4730784,31554
2685 ,4738606,28882
2686 ,4730562,28660
2687 ,4737452,28559
2688 ,4734649,28525
2689 ,4735036,28560
2690 ,4740341,28525
2691 ,4747446,28627
2692 ,4742119,28504
2693 ,4742590,28417
2694 ,4747166,28423
2695 ,4748305,28395
2696 ,4747571,28471
2697 ,4751203,28512
2698 ,4756802,28494
2699 ,4754311,28576
2700 ,4757312,29999
2701 ,4759859,28541
2702 ,4757491,28524
2703 ,4760919,28640
2704 ,4772489,28674
2705 ,4768816,28590
2706 ,4766280,28637
2707 ,4766396,28607
2708 ,4769162,28596
2709 ,4769896,35850
2710 ,4776176,30566
2711 ,4793677,29537
2712 ,4778922,28972
2713 ,4778220,28882
2714 ,4777838,28720
2715 ,4779564,28862
2716 ,4783475,31577
2717 ,4787714,28858
2718 ,4799192,28740
2719 ,4792998,28703
2720 ,4791303,28779
2721 ,4793030,28836
2722 ,4793040,28727
2723 ,4795990,28799
2724 ,4804405,28678
2725 ,4806700,28713
2726 ,4802527,28758
2727 ,4800206,28672
2728 ,4802513,28629
2729 ,4957291,28716
2730 ,4948565,28683
2731 ,4935129,28858
2732 ,4931984,30361
2733 ,4902903,28856
2734 ,4889599,28839
2735 ,4897319,28981
2736 ,4917118,29318
2737 ,4932180,29066
2738 ,4912073,29033
2739 ,4933277,28964
2740 ,4909493,29126
2741 ,4905415,29153
2742 ,4919283,29158
2743 ,4955713,29184
2744 ,4921567,29200
2745 ,4921270,29378
2746 ,4942747,29108
2747 ,4926216,29297
2748 ,4925775,30778
2749 ,4956332,29223
2750 ,4938155,29252
2751 ,4925496,29366
2752 ,4954234,29369
2753 ,4934217,29347
2754 ,4930978,29413
2755 ,4978381,29529
2756 ,4980946,29386
2757 ,4941142,29422
2758 ,4931733,29405
2759 ,4932989,29533
2760 ,4938681,29660
2761 ,4975867,29770
2762 ,4988302,29674
2763 ,4957272,30052
2764 ,4949846,31053
2765 ,4947365,29643
2766 ,4954482,29811
2767 ,4987132,29699
2768 ,4990710,29721
2769 ,4990839,29948
2770 ,4972567,30220
2771 ,4957307,30006
2772 ,4960117,29904
2773 ,4971831,30055
2774 ,4994544,30035
2775 ,4976921,30035
2776 ,4998277,29932
2777 ,4997172,30006
2778 ,4976674,29967
2779 ,4977593,30552
2780 ,5009914,31709
2781 ,4982874,29991
2782 ,4989738,29986
2783 ,5005549,29938
2784 ,4987067,29946
2785 ,4985424,30028
2786 ,5022267,30003
2787 ,5014964,30027
2788 ,4998391,29937
2789 ,5018042,29873
2790 ,5007853,29995
2791 ,4992271,29962
2792 ,5042406,30002
2793 ,5034541,30231
2794 ,5009644,29943
2795 ,5003742,29945
2796 ,5031257,31290
2797 ,5028720,30023
2798 ,5041691,30135
2799 ,5053614,29919
2800 ,5027937,30055
2801 ,5007576,30093
2802 ,5011809,30216
2803 ,5010772,30039
2804 ,5026241,30161
2805 ,5052717,29924
2806 ,5062783,30079
2807 ,5050695,30113
2808 ,5025186,29922
2809 ,5019758,30123
2810 ,5032549,30106
2811 ,5065580,30166
2812 ,5070748,31713
2813 ,5041864,30571
2814 ,5032214,29969
2815 ,5037372,30143
2816 ,5036416,29969
2817 ,5073047,30098
2818 ,5056416,30128
2819 ,5076539,29993
2820 ,5050698,29911
2821 ,5044451,29970
2822 ,5047072,29907
2823 ,5070009,30203
2824 ,5079138,30104
2825 ,5125509,30126
2826 ,5082008,30289
2827 ,5076096,30262
2828 ,5067814,31682
2829 ,5084233,30321
2830 ,5097887,30171
2831 ,5072943,30382
2832 ,5095243,30376
2833 ,5076466,30367
2834 ,5077367,30402
2835 ,5089426,30549
2836 ,5103141,30460
2837 ,5099785,30506
2838 ,5135032,30621
2839 ,5102489,30557
2840 ,5081993,30490
2841 ,5107066,30676
2842 ,5135057,30716
2843 ,5095263,30599
2844 ,5085828,32204
2845 ,5083558,30751
2846 ,5086337,30684
2847 ,5115425,30783
2848 ,5144466,30596
2849 ,5105872,30723
2850 ,5098287,30917
2851 ,5097791,30810
2852 ,5095201,30798
2853 ,5109276,30842
2854 ,5139304,30896
2855 ,5144722,31030
2856 ,5113552,30931
2857 ,5109121,30912
2858 ,5126222,31095
2859 ,5137382,31089
2860 ,5153939,32441
2861 ,5152796,31547
2862 ,5127802,31214
2863 ,5113358,31229
2864 ,5115304,31188
2865 ,5135648,31299
2866 ,5156854,31164
2867 ,5141119,31090
2868 ,5173207,31013
2869 ,5157754,31185
2870 ,5150078,31204
2871 ,5152463,31265
2872 ,5174990,31325
2873 ,5159577,31224
2874 ,5168427,31198
2875 ,5148849,31252
2876 ,5138730,32754
2877 ,5152431,31288
2878 ,5178865,31247
2879 ,5176093,31293
2880 ,5155953,31158
2881 ,5181102,31288
2882 ,5160024,31227
2883 ,5165720,31185
2884 ,5196945,31181
2885 ,5177823,31197
2886 ,5219418,31736
2887 ,5228845,31222
2888 ,5197200,31270
2889 ,5238927,31212
2890 ,5231255,31271
2891 ,5184665,31227
2892 ,5166724,32686
2893 ,5166776,31327
2894 ,5173746,31297
2895 ,5186832,31256
2896 ,5212551,31168
2897 ,5217452,31323
2898 ,5190234,31390
2899 ,5204459,31470
2900 ,5188613,31862
2901 ,5199926,31259
2902 ,5226346,31275
2903 ,5224308,31304
2904 ,5199710,31296
2905 ,5202554,31628
2906 ,5197608,31703
2907 ,5213074,31562
2908 ,5235270,33117
2909 ,5261063,33634
2910 ,5220586,31443
2911 ,5197458,32233
2912 ,5205483,31620
2913 ,5220251,31448
2914 ,5237253,31599
2915 ,5219845,31607
2916 ,5235941,31649
2917 ,5218629,31591
2918 ,5213900,31744
2919 ,5231498,31573
2920 ,5261310,31977
2921 ,5226529,31647
2922 ,5251539,31812
2923 ,5234249,31734
2924 ,5223700,33431
2925 ,5236437,31771
2926 ,5260403,31706
2927 ,5245722,31783
2928 ,5261683,31760
2929 ,5252277,31944
2930 ,5250990,31784
2931 ,5264259,31953
2932 ,5275508,32038
2933 ,5247885,31911
2934 ,5240978,31959
2935 ,5265730,31910
2936 ,5250882,31933
2937 ,5268854,32000
2938 ,5294460,32152
2939 ,5264025,31972
2940 ,5249929,33502
2941 ,5264496,32245
2942 ,5260296,32150
2943 ,5291999,32239
2944 ,5304315,32111
2945 ,5273687,32226
2946 ,5265193,32102
2947 ,5268466,32229
2948 ,5268333,32271
2949 ,5303402,32239
2950 ,5288703,32472
2951 ,5306824,32520
2952 ,5296444,32734
2953 ,5283889,32746
2954 ,5280594,32809
2955 ,5315316,32478
2956 ,5292084,34212
2957 ,5308901,32764
2958 ,5292371,32458
2959 ,5286621,32557
2960 ,5292116,32791
2961 ,5320779,32580
2962 ,5322071,32375
2963 ,5328245,32664
2964 ,5306291,32567
2965 ,5295651,32478
2966 ,5310134,32461
2967 ,5332172,32423
2968 ,5314122,32649
2969 ,5328288,32672
2970 ,5311169,32465
2971 ,5309286,32457
2972 ,5331267,33882
2973 ,5349626,32671
2974 ,5316660,32579
2975 ,5313590,32646
2976 ,5338932,32827
2977 ,5324588,32706
2978 ,5350290,32550
2979 ,5366159,32522
2980 ,5333878,32367
2981 ,5321977,32598
2982 ,5319725,32400
2983 ,5334039,32541
2984 ,5382731,32623
2985 ,5372238,32445
2986 ,5342428,32459
2987 ,5332955,32516
2988 ,5333907,34005
2989 ,5337933,32760
2990 ,5385502,32477
2991 ,5386321,32695
2992 ,5357712,32828
2993 ,5344722,32680
2994 ,5357493,32663
2995 ,5360322,32564
2996 ,5387477,32646
2997 ,5389068,32594
2998 ,5364839,32700
2999 ,5350406,32828
3000 ,5354750,32697
